"employee_number","joblevel","jobstatus","datehire","paymode","history","client_code","department_code","basic_rate","date_jobstatus","time_updated","position_id","position_level"
"employee947","REGULAR","1","2016-01-06","2",True,"MNL-RMP","MNL-RMP","14433.72","2016-01-06","2017-11-15 15:30:16",123,4
"employee1310","REGULAR","2","2012-04-27","2",True,"MNL-PSD","MNL-PSD","14","2015-07-31","2016-09-29 11:51:56",100,4
"employee1348","REGULAR","2","2014-03-24","2",False,"MNL-RMP","MNL-RMP","12","2015-05-21","2016-09-29 11:51:56",183,4
"employee336","REGULAR","2","2012-04-25","2",True,"MNL-PSD","MNL-PSD","12","2016-05-06","2016-09-29 11:51:56",100,4
"employee1318","REGULAR","2","2012-07-02","2",True,"MNL-CSD","MNL-CRG","12","2016-04-09","2016-09-29 11:51:56",94,4
"employee349","REGULAR","2","2012-07-02","2",True,"MNL-CSD","MNL-CRG","12","2016-07-15","2016-09-29 11:51:56",94,4
"employee1333","REGULAR","2","2014-02-18","2",False,"MNL-PSD","MNL-PSD","15","2016-01-26","2016-09-29 11:51:56",158,4
"employee1325","REGULAR","2","2013-05-27","2",False,"MNL-RMP","MNL-RMP","13","2015-03-18","2016-09-29 11:51:56",183,4
"employee1327","REGULAR","2","2013-05-20","2",False,"MNL-CSD","MNL-CRG","13","2015-06-01","2016-09-29 11:51:56",89,4
"employee376","REGULAR","2","2015-02-01","2",False,"MNL-PSD","MNL-PSD","12","2015-11-20","2016-09-29 11:51:56",100,4
"employee1324","REGULAR","5","2013-05-27","2",False,"MNL-RMP","MNL-RMP","12","2015-02-07","2016-09-29 11:51:56",183,4
"employee741","REGULAR","1","2011-11-19","2",True,"MNL-PSD","MNL-PSD","21200","2011-11-19","2017-01-09 09:19:40",171,4
"employee1326","REGULAR","5","2013-12-16","2",False,"MNL-RMP","MNL-RMP","12","2015-12-24","2016-09-29 11:51:56",183,4
"employee1349","REGULAR","2","2014-06-09","2",False,"MNL-RMP","MNL-RMP","12","2016-02-05","2016-09-29 11:51:56",183,4
"employee1350","REGULAR","2","2014-06-09","2",False,"MNL-RMP","MNL-RMP","12","2015-10-01","2016-09-29 11:51:56",183,4
"employee373","REGULAR","2","2014-08-12","2",True,"MNL-PSD","MNL-PSD","16","2015-04-30","2016-09-29 11:51:56",103,4
"employee403","REGULAR","2","2015-02-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-07-28","2017-01-27 07:41:38",100,4
"employee133","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:23:44",100,4
"employee147","REGULAR","1","2015-12-18","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-18","2017-06-01 12:41:21",100,4
"employee1912","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 12:42:55",100,4
"employee404","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 12:45:32",100,4
"employee1383","REGULAR","2","2014-11-24","2",True,"MNL-RMP","MNL-RMP","12","2016-05-30","2016-09-29 11:51:56",183,4
"employee484","REGULAR","5","2014-07-21","2",False,"MNL-CSD","MNL-CRG","12","2015-02-20","2016-09-29 11:51:56",89,4
"employee1369","REGULAR","2","2016-06-16","2",True,"MNL-CBS","MNL-CBS","12","2016-03-16","2016-09-29 11:51:56",100,4
"employee1358","PROBATIONARY","2","2015-05-02","2",False,"MNL-RMP","MNL-RMP","12","2015-07-06","2016-09-29 11:51:56",183,4
"employee1382","PROBATIONARY","4","2015-09-25","2",False,"MNL-RMP","MNL-RMP","12","2015-12-07","2016-09-29 11:51:56",183,4
"employee1361","PROBATIONARY","2","2015-10-08","2",False,"MNL-RMP","MNL-RMP","12","2016-01-30","2016-09-29 11:51:56",183,4
"employee1362","REGULAR","5","2015-03-14","2",False,"MNL-CSD","MNL-CRG","12","2016-01-20","2016-09-29 11:51:56",89,4
"employee385","REGULAR","2","2012-12-01","2",True,"CEB-PSD","CEB-PSD","1","2012-12-01","2016-09-29 13:39:26",210,4
"employee382","REGULAR","2","2014-06-23","2",True,"CEB-OSM","SUPPORT","1","2014-06-23","2016-09-29 13:39:26",210,4
"employee1353","REGULAR","2","2014-11-24","2",False,"MNL-RMP","MNL-RMP","12","2015-02-07","2016-09-29 11:51:56",183,4
"employee1351","REGULAR","5","2014-07-07","2",False,"MNL-RMP","MNL-RMP","12","2015-02-27","2016-09-29 11:51:56",183,4
"employee483","PROBATIONARY","4","2014-11-24","2",False,"MNL-RMP","MNL-RMP","12","2015-05-11","2016-09-29 11:51:56",183,4
"employee1363","REGULAR","5","2015-03-14","2",False,"MNL-CSD","MNL-CRG","12","2016-03-08","2016-09-29 11:51:56",89,4
"employee381","REGULAR","2","2011-10-03","2",True,"CEB-GEM","CEB-GEM","1","2011-10-03","2016-09-29 13:39:26",210,4
"employee581","REGULAR","2","2013-02-21","2",True,"CEB-CRG","CEB-CRG","1","2013-02-21","2016-09-29 13:39:26",210,4
"employee383","REGULAR","2","2011-10-01","2",True,"CEB-OSM","OSM","1","2011-10-01","2016-09-29 13:39:26",210,4
"employee384","REGULAR","2","2015-03-02","2",True,"CEB-OSM","SUPPORT","1","2015-03-02","2016-09-29 13:39:26",210,4
"employee1372","PROBATIONARY","2","2016-02-24","2",False,"MNL-RMP","MNL-RMP","12","2016-06-02","2016-09-29 11:51:56",183,4
"employee713","REGULAR","1","2011-10-07","2",True,"MNL-PSD","MNL-PSD","12546.07","2011-10-07","2017-01-09 09:22:15",100,4
"employee1374","PROBATIONARY","2","2016-05-23","2",True,"MNL-GEM","MNL-GEM","13","2016-06-13","2016-09-29 11:51:56",118,4
"employee811","REGULAR","1","2011-10-11","2",True,"MNL-PSD","MNL-PSD","23320","2011-10-11","2017-01-09 09:22:06",105,4
"employee101","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:19:22",100,4
"employee392","REGULAR","2","2011-09-29","2",True,"CEB-PSD","CEB-PSD","1","2011-09-29","2016-09-29 13:39:26",210,4
"employee395","REGULAR","2","2011-09-30","2",True,"CEB-RMP","CEB-RMP","1","2011-09-30","2016-09-29 13:39:26",210,4
"employee393","REGULAR","2","2011-12-01","2",True,"CEB-RMP","CEB-RMP","1","2011-12-01","2016-09-29 13:39:26",210,4
"employee396","REGULAR","2","2012-12-01","2",True,"CEB-STN","CEB-STN","1","2012-12-01","2016-09-29 13:39:26",210,4
"employee397","REGULAR","2","2012-12-01","2",True,"CEB-STN","CEB-STN","1","2012-12-01","2016-09-29 13:39:26",210,4
"employee394","REGULAR","2","2011-10-07","2",True,"CEB-RMP","CEB-RMP","1","2011-10-07","2016-09-29 13:39:26",210,4
"employee389","REGULAR","2","2012-10-16","2",True,"CEB-PSD","CEB-PSD","1","2012-10-16","2016-09-29 13:39:26",210,4
"employee390","REGULAR","2","2012-12-01","2",True,"CEB-PSD","CEB-PSD","1","2012-12-01","2016-09-29 13:39:26",210,4
"employee995","REGULAR","1","2011-10-03","2",True,"MNL-SC","MSC","42120","2011-10-03","2017-01-09 09:22:14",109,3
"employee104","REGULAR","1","2012-06-20","2",True,"MNL-PSD","MNL-PSD","15368.28","2012-06-20","2017-01-12 13:27:03",199,4
"employee1788","PROBATIONARY","1","2016-04-27","2",True,"MNL-SC","MSC","15000","2016-04-27","2017-01-09 09:28:37",132,4
"employee527","PROBATIONARY","1","2016-10-13","2",True,"MNL-SC","MSC","15000","2016-10-13","2017-01-09 09:22:00",132,4
"employee1868","REGULAR","1","2013-01-03","2",True,"MNL-PSD","MNL-PSD","15000","2013-01-03","2017-06-15 18:15:54",101,4
"employee3145","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 12:48:11",100,4
"employee766","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-02-01","2017-06-01 13:41:53",100,4
"employee115","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 13:42:50",100,4
"employee114","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:22:58",100,4
"employee2039","REGULAR","1","2016-01-30","2",True,"MNL-SC","MSC","15000","2016-01-30","2017-01-09 09:27:14",130,4
"employee2419","PROBATIONARY","1","2018-07-18","2",True,"MNL-CBS","MNL-CBS","13093.82","2018-07-18","2018-07-17 13:21:32",83,4
"employee930","REGULAR","1","2015-08-13","2",True,"MNL-SC","MSC","16050","2015-08-13","2017-06-01 16:12:51",132,4
"employee597","REGULAR","1","2011-10-01","2",True,"MNL-CSD","MNL-CSD","22260","2011-10-01","2017-01-09 09:25:21",94,4
"employee1701","REGULAR","1","2011-09-29","2",True,"MNL-CSD","DOMESTIC","28080","2011-09-29","2016-12-27 10:30:54",199,10
"employee1688","REGULAR","1","2017-08-16","2",False,"SKPI-FM","FMD-MECHANICAL","16199.83","2017-08-16","2018-12-12 14:08:22",59,4
"employee1257","REGULAR","2","2011-10-17","2",True,"MNL-PSD","MNL-PSD","12","2016-08-05","2016-09-29 11:51:56",100,4
"employee170","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2015-02-01","2017-01-06 20:45:38",100,4
"employee2215","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2015-12-01","2017-01-09 09:26:39",100,4
"employee132","REGULAR","1","2012-07-02","2",True,"MNL-PSD","MNL-PSD","15000","2012-07-02","2017-02-08 14:14:01",101,4
"employee2226","REGULAR","1","2011-11-08","2",True,"MNL-PSD","MNL-PSD","15000","2011-11-08","2017-02-08 14:21:42",101,4
"employee1789","PROBATIONARY","1","2016-04-06","2",True,"MNL-SC","MSC","15000","2016-04-06","2017-01-09 09:26:57",132,4
"employee226","PROBATIONARY","1","2016-04-06","2",True,"MNL-SC","MSC","15000","2016-04-06","2017-01-09 09:27:33",132,4
"employee777","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:27:57",100,4
"employee539","REGULAR","2","2014-05-19","2",False,"SKPI-CP","CP","15000","2016-01-01","2017-01-26 15:32:14",207,4
"employee139","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 13:45:40",100,4
"employee116","REGULAR","1","2011-10-08","2",True,"MNL-PSD","MNL-PSD","14061.51","2011-10-08","2017-06-01 13:48:09",48,4
"employee2215","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 13:44:03",100,4
"employee170","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","13685.12","2015-02-01","2017-06-01 13:51:13",100,4
"employee740","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:27:48",100,4
"employee3121","REGULAR","1","2011-10-01","2",True,"MNL-PSD","MNL-PSD","20000","2011-10-01","2017-01-12 13:33:47",203,10
"employee2395","PROBATIONARY","1","2018-07-18","2",True,"MNL-CBS","MNL-CBS","13093.82","2018-07-18","2018-07-17 10:05:25",83,4
"employee131","REGULAR","1","2011-10-17","2",True,"MNL-PSD","MNL-PSD","20000","2011-10-17","2017-01-12 13:37:24",199,4
"employee2473","REGULAR","1","2011-11-09","2",False,"MNL-PSD","MNL-PSD","23883.83","2011-11-09","2018-12-14 13:37:14",105,4
"employee149","REGULAR","1","2012-01-03","2",False,"MNL-PSD","MNL-PSD","23883.83","2012-01-03","2018-12-14 13:38:06",105,4
"employee2090","REGULAR","1","2012-01-01","2",False,"MNL-PSD","MNL-PSD","24519.83","2012-01-01","2018-12-14 14:03:30",105,4
"employee760","REGULAR","1","2011-10-10","2",True,"MNL-PSD","MNL-PSD","27000","2011-10-10","2017-01-09 09:38:15",203,10
"employee145","REGULAR","1","2011-10-17","2",True,"MNL-PSD","MNL-PSD","15000","2011-10-17","2017-01-26 13:46:25",100,4
"employee177","REGULAR","1","2011-11-08","2",True,"MNL-PSD","MNL-PSD","15000","2011-11-08","2017-02-08 14:11:29",101,4
"employee1945","REGULAR","1","2012-08-25","2",True,"MNL-PSD","MNL-PSD","15000","2012-08-25","2017-02-08 14:22:47",101,4
"employee768","REGULAR","1","2012-06-20","2",True,"MNL-PSD","MNL-PSD","15000","2012-06-20","2017-02-28 10:37:40",101,4
"employee437","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:31:30",100,4
"employee144","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 13:46:42",100,4
"employee172","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-02-01","2017-06-01 13:52:11",100,4
"employee460","PROBATIONARY","1","2016-08-09","2",True,"MNL-SC","MSC","13093.82","2016-08-09","2017-11-15 12:24:08",111,4
"employee986","PROBATIONARY","1","2016-04-27","2",True,"MNL-SC","MSC","15000","2016-04-27","2017-01-09 09:28:20",132,4
"employee1879","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:28:30",100,4
"employee756","REGULAR","1","2011-10-01","2",True,"MNL-PSD","MNL-PSD","25495.75","2011-10-01","2017-11-15 14:38:25",105,4
"employee796","REGULAR","1","2011-10-12","2",True,"MNL-PSD","MNL-PSD","15000","2011-10-12","2017-01-26 13:51:25",100,4
"employee179","REGULAR","1","2011-10-21","2",True,"MNL-PSD","MNL-PSD","16200","2011-10-21","2017-01-09 09:40:21",101,4
"employee129","REGULAR","1","2011-10-16","2",True,"MNL-PSD","MNL-PSD","12546.07","2011-10-16","2017-01-09 09:35:17",100,4
"employee803","REGULAR","1","2011-10-10","2",True,"MNL-PSD","MNL-PSD","30240","2011-10-10","2017-01-09 09:38:25",203,10
"employee3051","REGULAR","1","2011-10-01","2",False,"MNL-PSD","MNL-PSD","23199.83","2011-10-01","2018-12-14 13:18:33",203,10
"employee2094","REGULAR","1","2011-10-01","2",False,"MNL-PSD","MNL-PSD","26152.23","2011-10-01","2018-12-14 14:27:18",105,4
"employee2995","REGULAR","1","2011-10-18","2",False,"MNL-PSD","MNL-PSD","35068.63","2011-10-18","2018-12-14 17:55:17",203,10
"employee774","REGULAR","1","2011-10-01","2",False,"MNL-PSD","MNL-PSD","49247.83","2011-10-01","2018-12-14 18:40:31",109,3
"employee152","REGULAR","1","2011-10-26","2",True,"MNL-PSD","MNL-PSD","12546.07","2011-10-26","2017-01-09 09:37:16",100,4
"employee3083","PROBATIONARY","1","2016-08-22","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-22","2017-01-09 09:38:33",100,4
"employee2225","PROBATIONARY","1","2016-09-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-09-01","2017-01-09 09:36:43",100,4
"employee1817","REGULAR","1","2011-10-11","2",True,"MNL-PSD","MNL-PSD","15368.28","2011-10-11","2017-04-12 15:05:49",199,4
"employee2380","PROBATIONARY","1","2018-07-18","2",True,"MNL-CSD","MNL-CRG","13093.82","2018-07-18","2018-07-17 10:12:27",94,4
"employee1486","REGULAR","1","2012-06-20","2",True,"MNL-PSD","MNL-PSD","15000","2012-06-20","2017-04-12 14:57:05",101,4
"employee178","REGULAR","1","2015-12-18","2",True,"MNL-PSD","MNL-PSD","13685.12","2015-12-18","2017-06-01 13:55:32",100,4
"employee125","REGULAR","1","2015-12-18","2",True,"MNL-PSD","MNL-PSD","13685.12","2015-12-18","2017-06-01 16:22:33",100,4
"employee165","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-02-01","2017-06-01 16:23:17",100,4
"employee164","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 16:41:46",100,4
"employee126","REGULAR","1","2013-05-11","2",True,"MNL-PSD","MNL-PSD","15000","2013-05-11","2017-06-15 18:20:14",101,4
"employee428","REGULAR","1","2011-10-13","2",True,"MNL-PSD","MNL-PSD","20000","2011-10-13","2017-01-12 13:40:07",199,4
"employee2378","PROBATIONARY","1","2018-07-18","2",True,"MNL-CBS","MNL-CBS","13093.82","2018-07-18","2018-07-17 08:23:18",83,4
"employee1209","REGULAR","1","2011-10-01","2",True,"CEB-PSD","CEB-PSD","19440","2011-10-01","2017-01-09 09:40:14",100,4
"employee141","REGULAR","1","2011-10-07","2",True,"MNL-PSD","MNL-PSD","15000","2011-10-07","2017-01-26 13:44:44",100,4
"employee757","REGULAR","1","2011-10-01","2",True,"MNL-PSD","MNL-PSD","23760","2011-10-01","2017-01-09 09:46:27",105,4
"employee769","REGULAR","1","2011-10-13","2",False,"MNL-PSD","MNL-PSD","30899.83","2011-10-13","2018-12-14 17:07:46",203,10
"employee805","REGULAR","1","2011-10-10","2",False,"MNL-PSD","MNL-PSD","30899.83","2011-10-10","2018-12-14 17:10:05",203,10
"employee3017","REGULAR","1","2011-10-01","2",False,"MNL-PSD","MNL-PSD","34463.83","2011-10-01","2018-12-14 17:41:41",203,10
"employee1967","REGULAR","1","2013-08-01","2",False,"MNL-PSD","MNL-PSD","44199.83","2013-08-01","2018-12-14 18:31:20",109,3
"employee1838","REGULAR","1","2011-10-24","2",True,"MNL-PSD","MNL-PSD","21600","2011-10-24","2017-01-09 09:42:23",105,4
"employee122","REGULAR","1","2011-11-18","2",True,"MNL-PSD","MNL-PSD","15000","2011-11-18","2017-01-09 09:40:48",199,4
"employee1178","REGULAR","1","2011-10-01","2",True,"CEB-PSD","CEB-PSD","23320","2011-10-01","2017-01-09 09:41:05",192,4
"employee1215","REGULAR","1","2011-10-16","2",True,"CEB-STN","CEB-STN","20670","2011-10-16","2017-01-09 09:40:46",105,4
"employee157","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2015-02-01","2017-01-09 09:42:51",100,4
"employee154","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2015-02-01","2017-01-09 09:40:28",100,4
"employee84","REGULAR","1","2011-10-27","2",True,"MNL-CBS","MNL-CBS","13685.12","2011-10-27","2017-05-31 21:22:52",100,4
"employee225","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","13093.82","2016-08-01","2017-11-15 13:09:15",100,4
"employee168","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:41:09",100,4
"employee174","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","13685.12","2015-12-01","2017-06-01 16:27:59",100,4
"employee187","REGULAR","1","2015-12-18","2",True,"MNL-PSD","MNL-PSD","13685.12","2015-12-18","2017-06-01 16:36:19",100,4
"employee754","REGULAR","1","2015-12-18","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-18","2017-06-01 16:43:12",100,4
"employee1859","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:39:46",100,4
"employee758","REGULAR","1","2011-10-25","2",True,"MNL-PSD","MNL-PSD","12546.07","2011-10-25","2017-01-09 09:41:45",100,4
"employee2456","REGULAR","1","2011-10-04","2",True,"MNL-PSD","MNL-PSD","27000","2011-10-04","2017-01-09 09:46:59",203,10
"employee163","REGULAR","1","2011-10-10","2",True,"MNL-PSD","MNL-PSD","27000","2011-10-10","2017-01-09 09:45:18",203,10
"employee350","REGULAR","1","2012-10-22","2",True,"CEB-OSM","SUPPORT","16960","2012-10-22","2017-01-09 09:48:22",197,10
"employee124","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2015-02-01","2017-01-09 09:45:26",100,4
"employee1940","REGULAR","1","2011-10-13","2",False,"MNL-PSD","MNL-PSD","27335.83","2011-10-13","2018-12-14 15:49:10",105,4
"employee221","REGULAR","1","2011-10-15","2",False,"MNL-PSD","MNL-PSD","30349.83","2011-10-15","2018-12-14 16:59:11",203,10
"employee2479","REGULAR","1","2012-07-02","2",True,"MNL-PSD","MNL-PSD","15000","2012-07-02","2017-02-08 14:32:28",101,4
"employee155","REGULAR","1","2012-07-02","2",True,"MNL-PSD","MNL-PSD","15000","2012-07-02","2017-02-08 14:37:08",158,4
"employee184","PROBATIONARY","1","2016-08-22","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-22","2017-01-09 09:43:02",100,4
"employee1897","PROBATIONARY","1","2016-08-22","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-22","2017-01-09 09:45:56",100,4
"employee782","REGULAR","1","2011-11-05","2",True,"MNL-PSD","MNL-PSD","12546.07","2011-11-05","2017-01-09 09:49:53",100,4
"employee204","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-02-01","2017-06-01 16:46:31",100,4
"employee1487","REGULAR","1","2013-05-11","2",True,"MNL-PSD","MNL-PSD","15000","2013-05-11","2017-06-15 18:22:57",101,4
"employee176","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-02-01","2017-06-01 16:51:56",100,4
"employee205","REGULAR","1","2011-10-01","2",True,"MNL-PSD","MNL-PSD","29700","2011-10-01","2017-06-01 16:52:18",203,10
"employee2463","REGULAR","1","2011-10-01","2",True,"MNL-PSD","MNL-PSD","26683.75","2011-10-01","2017-11-16 09:44:11",199,10
"employee519","REGULAR","1","2011-10-24","2",True,"CEB-PSD","CEB-PSD","23320","2011-10-24","2017-01-09 09:46:57",132,4
"employee443","REGULAR","1","2014-10-16","2",True,"CEB-PSD","CEB-PSD","10000","2014-10-16","2017-01-09 09:47:53",174,4
"employee1185","REGULAR","1","2011-10-01","2",True,"CEB-PSD","CEB-PSD","26000","2011-10-01","2017-01-30 11:06:06",203,10
"employee793","REGULAR","1","2012-01-03","2",True,"MNL-PSD","MNL-PSD","25000","2012-01-03","2017-01-09 09:44:54",203,10
"employee1148","REGULAR","1","2012-01-15","2",True,"CEB-PSD","CEB-PSD","21600","2012-01-15","2017-01-09 09:50:02",105,4
"employee775","REGULAR","1","2011-10-01","2",False,"MNL-PSD","MNL-PSD","26851.83","2011-10-01","2018-12-14 15:22:45",105,4
"employee512","REGULAR","1","2011-11-09","2",False,"MNL-PSD","MNL-PSD","29249.83","2011-11-09","2018-12-14 16:46:27",203,10
"employee813","REGULAR","1","2011-10-14","2",False,"MNL-PSD","MNL-PSD","34463.83","2011-10-14","2018-12-14 17:43:03",203,10
"employee791","REGULAR","1","2012-01-20","2",False,"MNL-PSD","MNL-PSD","35079.83","2012-01-20","2018-12-14 17:56:36",203,10
"employee1959","REGULAR","1","2011-10-01","2",False,"MNL-PSD","MNL-PSD","36199.83","2011-10-01","2018-12-14 17:58:34",19,3
"employee1146","REGULAR","1","2011-10-01","2",True,"CEB-CRG","CEB-CRG","15741","2011-10-01","2017-01-09 09:49:47",94,4
"employee1173","REGULAR","1","2011-10-01","2",True,"CEB-PSD","CEB-PSD","23320","2011-10-01","2017-01-09 09:52:36",199,10
"employee268","REGULAR","1","2012-06-18","2",True,"CEB-OSM","SUPPORT","12720","2012-06-18","2017-01-09 09:48:39",32,4
"employee790","REGULAR","1","2012-08-17","2",True,"MNL-PSD","MNL-PSD","15000","2012-08-17","2017-02-08 14:31:24",101,4
"employee1516","PROBATIONARY","1","2016-08-22","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-22","2017-01-09 09:48:09",100,4
"employee1865","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","13093.82","2016-08-01","2017-11-15 13:11:23",100,4
"employee3203","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 16:47:58",100,4
"employee201","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:53:40",100,4
"employee203","REGULAR","1","2013-03-26","2",True,"MNL-PSD","MNL-PSD","15000","2013-03-26","2017-06-15 18:12:48",101,4
"employee220","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:50:46",100,4
"employee799","REGULAR","1","2016-03-07","2",True,"MNL-PSD","MNL-PSD","57667.75","2016-03-07","2017-11-16 10:01:12",177,18
"employee1173","REGULAR","1","2011-10-01","2",True,"CEB-PSD","CEB-PSD","23320","2011-10-01","2017-01-09 09:50:17",199,10
"employee267","REGULAR","1","2014-10-16","2",True,"CEB-PSD","CEB-PSD","10000","2014-10-16","2017-01-09 09:53:04",174,4
"employee1488","REGULAR","1","2011-11-18","2",True,"MNL-PSD","MNL-PSD","20000","2011-11-18","2017-01-12 13:42:55",199,4
"employee160","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2015-12-01","2017-01-09 09:51:46",100,4
"employee497","PROBATIONARY","1","2016-09-29","2",True,"MNL-CSD","MNL-CSD","12977.54","2016-09-29","2017-01-09 09:54:32",89,4
"employee202","REGULAR","1","2011-10-07","2",True,"MNL-PSD","MNL-PSD","20000","2011-10-07","2017-01-12 13:41:53",199,4
"employee1911","REGULAR","1","2011-10-01","2",False,"MNL-PSD","MNL-PSD","27335.83","2011-10-01","2018-12-14 15:52:15",105,4
"employee1468","REGULAR","1","2012-01-03","2",False,"MNL-PSD","MNL-PSD","28699.83","2012-01-03","2018-12-14 16:43:14",203,10
"employee794","REGULAR","1","2011-10-01","2",False,"MNL-PSD","MNL-PSD","34463.83","2011-10-01","2018-12-14 17:43:40",203,10
"employee3115","REGULAR","1","2016-02-18","2",True,"MNL-CSD","DOMESTIC","12546.07","2016-02-18","2017-01-09 09:55:44",94,4
"employee171","REGULAR","1","2012-08-17","2",True,"MNL-PSD","MNL-PSD","15000","2012-08-17","2017-02-08 14:29:52",101,4
"employee207","REGULAR","1","2012-10-20","2",True,"MNL-PSD","MNL-PSD","15000","2012-10-20","2017-02-08 14:34:32",101,4
"employee190","REGULAR","1","2012-08-25","2",True,"MNL-PSD","MNL-PSD","15000","2012-08-25","2017-02-08 14:35:32",101,4
"employee198","PROBATIONARY","1","2016-09-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-09-01","2017-01-09 09:52:57",100,4
"employee1756","REGULAR","1","2012-09-01","2",True,"MNL-CBS","MNL-CBS","12546.07","2012-09-01","2017-01-09 10:03:24",83,4
"employee169","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2015-02-01","2017-01-09 09:52:03",100,4
"employee846","REGULAR","1","2015-02-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-02-01","2017-06-01 17:00:29",100,4
"employee188","PROBATIONARY","1","2016-08-01","2",True,"MNL-PSD","MNL-PSD","12546.07","2016-08-01","2017-01-09 09:54:29",100,4
"employee192","REGULAR","1","2015-12-01","2",True,"MNL-PSD","MNL-PSD","14061.51","2015-12-01","2017-06-01 17:05:33",100,4
"employee191","REGULAR","1","2012-04-27","2",True,"MNL-PSD","MNL-PSD","29700","2012-04-27","2017-06-01 17:03:12",203,10
"employee631","REGULAR","1","2012-08-16","2",True,"MNL-CSD","MNL-CSD","12546.07","2012-08-16","2017-01-09 09:56:25",94,4
"employee563","REGULAR","1","2015-10-23","2",True,"MNL-CBS","MNL-CBS","12977.54","2015-10-23","2016-11-11 15:30:35",123,4
"employee823","REGULAR","1","2011-10-10","2",True,"MNL-PSD","MNL-PSD","23760","2011-10-10","2017-01-09 09:56:00",105,4
