idno,description,balance,refresh_accrual,year_updated,used,procyear
employee1086,SICK LEAVE,108,TRUE,2017,18,2017
employee1086,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1086,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1087,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1087,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee1087,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1087,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1087,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1087,VACATION LEAVE - REGULAR,0,TRUE,2017,4.5,2017
employee1087,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1087,SICK LEAVE,81,FALSE,2017,54,2017
employee1087,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1087,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1087,SICK LEAVE,0,TRUE,2018,72,2018
employee1087,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1087,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1088,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1088,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1088,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1088,VACATION LEAVE - REGULAR,117,TRUE,2019,18,2019
employee1088,VACATION LEAVE - REGULAR,63,TRUE,2017,63,2017
employee1088,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1088,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1088,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1088,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1088,SICK LEAVE,135,TRUE,2017,0,2017
employee1089,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1089,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1089,SICK LEAVE,0,TRUE,2018,63,2018
employee1089,VACATION LEAVE - REGULAR,0,TRUE,2017,40.5,2017
employee1089,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1089,SICK LEAVE,36,TRUE,2017,72,2017
employee1089,VACATION LEAVE - REGULAR,0,TRUE,2018,126,2018
employee1089,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1089,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1089,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1089,SICK LEAVE,2.25,TRUE,2019,9,2019
employee109,SICK LEAVE,99,TRUE,2018,36,2018
employee109,PATERNITY LEAVE - PROBI,63,TRUE,2019,0,2019
employee109,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee109,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee109,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee109,SICK LEAVE,11.25,TRUE,2019,0,2019
employee109,VACATION LEAVE - REGULAR,54,TRUE,2018,81,2018
employee109,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee109,PATERNITY LEAVE - PROBI,63,TRUE,2018,0,2018
employee109,VACATION LEAVE - REGULAR,99,TRUE,2017,0,2017
employee109,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee109,SICK LEAVE,10,TRUE,2016,0,2016
employee109,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee109,VACATION LEAVE - REG LESS THAN A YR,10,TRUE,2016,0,2016
employee109,SICK LEAVE,117,TRUE,2017,0,2017
employee1090,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1090,VACATION LEAVE - REGULAR,2.25,TRUE,2017,81,2017
employee1090,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1090,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1090,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1090,VACATION LEAVE - REG LESS THAN A YR,0,TRUE,2017,63,2017
employee1090,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1090,SICK LEAVE,146.25,TRUE,2017,45,2017
employee1090,VACATION LEAVE - REGULAR,99,TRUE,2019,36,2019
employee1090,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1090,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1091,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1091,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1091,VACATION LEAVE - REGULAR,4.5,TRUE,2017,36,2017
employee1091,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1091,SICK LEAVE,117,TRUE,2017,18,2017
employee1091,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1091,SICK LEAVE,10,TRUE,2016,0,2016
employee1091,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee1091,VACATION LEAVE - REG LESS THAN A YR,10,TRUE,2016,0,2016
employee1091,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1091,SICK LEAVE,0,TRUE,2018,27,2018
employee1091,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1091,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1092,VACATION LEAVE - REGULAR,0,TRUE,2017,72,2017
employee1092,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1092,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1092,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1092,SICK LEAVE,40.5,TRUE,2017,45,2017
employee1092,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1092,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1092,SICK LEAVE,0,TRUE,2018,99,2018
employee1092,VACATION LEAVE - REGULAR,108,TRUE,2019,27,2019
employee1092,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1092,SICK LEAVE,2.25,TRUE,2019,9,2019
employee1092,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1093,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1093,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1093,VACATION LEAVE - REGULAR,9,TRUE,2018,126,2018
employee1093,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1093,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1093,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1093,SICK LEAVE,0,TRUE,2018,63,2018
employee1093,VACATION LEAVE - REGULAR,0,TRUE,2017,90,2017
employee1093,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1093,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1093,SICK LEAVE,135,TRUE,2017,0,2017
employee1094,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1094,VACATION LEAVE - REGULAR,0,TRUE,2017,135,2017
employee1094,SICK LEAVE,0,TRUE,2018,63,2018
employee1094,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1094,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1094,SICK LEAVE,90,TRUE,2017,36,2017
employee1094,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1094,SICK LEAVE,10,TRUE,2016,0,2016
employee1094,PATERNITY LEAVE,0,TRUE,2018,63,2018
employee1094,VACATION LEAVE - REG LESS THAN A YR,10,TRUE,2016,0,2016
employee1094,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1094,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1094,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1095,SICK LEAVE,85.5,FALSE,2017,0,2017
employee1095,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1095,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee1095,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1095,VACATION LEAVE - REGULAR,27,TRUE,2017,18,2017
employee1095,VACATION LEAVE - REGULAR,0,TRUE,2018,94.5,2018
employee1095,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1095,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1095,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1095,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1095,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1095,SICK LEAVE,117,TRUE,2018,9,2018
employee1095,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1096,VACATION LEAVE - REGULAR,0,TRUE,2017,108,2017
employee1096,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1096,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1096,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1096,SICK LEAVE,40.5,TRUE,2017,54,2017
employee1096,SICK LEAVE,0,TRUE,2018,90,2018
employee1096,SICK LEAVE,10,TRUE,2016,0,2016
employee1096,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1096,VACATION LEAVE - REG LESS THAN A YR,10,TRUE,2016,0,2016
employee1096,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1096,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee1096,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1096,SICK LEAVE,2.25,TRUE,2019,9,2019
employee1097,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1097,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1097,SICK LEAVE,0,TRUE,2018,18,2018
employee1097,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1097,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1097,VACATION LEAVE - REGULAR,0,TRUE,2017,99,2017
employee1097,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1097,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1097,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1097,SICK LEAVE,117,TRUE,2017,9,2017
employee1097,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1098,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1098,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1098,SICK LEAVE,31.5,TRUE,2017,81,2017
employee1098,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1098,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1098,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1098,VACATION LEAVE - REGULAR,0,TRUE,2017,81,2017
employee1098,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1098,VACATION LEAVE - REGULAR,108,TRUE,2019,27,2019
employee1098,SICK LEAVE,0,TRUE,2018,72,2018
employee1098,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1098,SICK LEAVE,2.25,TRUE,2019,9,2019
employee1099,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1099,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1099,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1099,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1099,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1099,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1099,SICK LEAVE,135,TRUE,2017,0,2017
employee1099,SICK LEAVE,0,TRUE,2018,9,2018
employee1099,VACATION LEAVE - REGULAR,0,TRUE,2017,72,2017
employee1099,VACATION LEAVE - REGULAR,0,TRUE,2018,144,2018
employee1099,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1099,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee11,SICK LEAVE,11.25,TRUE,2017,0,2017
employee11,VACATION LEAVE - REGULAR,135,TRUE,2017,0,2017
employee11,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee11,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee110,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee110,VACATION LEAVE - REGULAR,0,TRUE,2017,40.5,2017
employee110,SICK LEAVE,126,TRUE,2018,9,2018
employee110,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee110,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee110,SICK LEAVE,90,TRUE,2017,0,2017
employee110,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee110,SICK LEAVE,11.25,TRUE,2019,0,2019
employee110,VACATION LEAVE - REGULAR,18,TRUE,2018,117,2018
employee110,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee110,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1100,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1100,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1100,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1100,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1100,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1100,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1100,SICK LEAVE,99,TRUE,2017,0,2017
employee1100,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1100,VACATION LEAVE - REGULAR,4.5,TRUE,2017,90,2017
employee1100,VACATION LEAVE - REGULAR,9,TRUE,2018,126,2018
employee1101,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1101,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee1101,SICK LEAVE,63,TRUE,2017,72,2017
employee1101,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1101,VACATION LEAVE - REGULAR,0,TRUE,2017,126,2017
employee1101,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1101,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1101,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1101,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1101,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1101,SICK LEAVE,0,TRUE,2018,45,2018
employee1102,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1102,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1102,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1102,SICK LEAVE,0,TRUE,2018,81,2018
employee1102,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1102,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1102,SICK LEAVE,67.5,TRUE,2017,31.5,2017
employee1102,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1102,VACATION LEAVE - REGULAR,0,TRUE,2017,63,2017
employee1102,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1102,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1103,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee1103,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1103,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1103,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1103,VACATION LEAVE - REGULAR,54,TRUE,2017,0,2017
employee1103,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1103,SICK LEAVE,112.5,FALSE,2017,0,2017
employee1103,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1103,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1103,SICK LEAVE,135,TRUE,2018,0,2018
employee1103,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1103,VACATION LEAVE - REGULAR,0,TRUE,2018,126,2018
employee1103,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1104,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1104,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1104,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1104,VACATION LEAVE - REGULAR,13.5,TRUE,2017,85.5,2017
employee1104,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1104,SICK LEAVE,0,TRUE,2018,9,2018
employee1104,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee1104,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1104,VACATION LEAVE - REGULAR,9,TRUE,2018,126,2018
employee1104,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1104,SICK LEAVE,135,TRUE,2017,0,2017
employee1105,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1105,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1105,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1105,SICK LEAVE,135,TRUE,2017,0,2017
employee1105,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1105,VACATION LEAVE - REGULAR,0,TRUE,2017,126,2017
employee1105,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1105,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1105,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1105,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1105,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1105,SICK LEAVE,0,TRUE,2018,36,2018
employee1106,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1106,VACATION LEAVE - REGULAR,4.5,TRUE,2018,130.5,2018
employee1106,VACATION LEAVE - REGULAR,0,TRUE,2017,81,2017
employee1106,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1106,SICK LEAVE,58.5,TRUE,2017,27,2017
employee1106,SICK LEAVE,0,TRUE,2018,94.5,2018
employee1106,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1106,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1106,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1106,SICK LEAVE,2.25,TRUE,2019,9,2019
employee1106,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1107,SOLO PARENT LEAVE,63,FALSE,2018,0,2018
employee1107,VACATION LEAVE - REGULAR,0,TRUE,2017,4.5,2017
employee1107,PATERNITY LEAVE,63,FALSE,2018,0,2018
employee1107,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1107,SICK LEAVE,36,FALSE,2018,54,2018
employee1107,SICK LEAVE,2.25,TRUE,2017,74.25,2017
employee1107,VACATION LEAVE - REGULAR,0,FALSE,2018,135,2018
employee1108,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1108,SICK LEAVE,11.25,TRUE,2017,0,2017
employee1108,VACATION LEAVE - REGULAR,135,TRUE,2017,0,2017
employee1108,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1109,VACATION LEAVE - REGULAR,135,TRUE,2018,0,2018
employee1109,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1109,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee111,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee111,SICK LEAVE,112.5,TRUE,2018,22.5,2018
employee111,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee111,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee111,SICK LEAVE,126,TRUE,2017,0,2017
employee111,VACATION LEAVE - REGULAR,36,TRUE,2018,99,2018
employee111,VACATION LEAVE - REGULAR,81,TRUE,2017,9,2017
employee111,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee111,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee111,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee111,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee111,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1110,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1110,VACATION LEAVE - REGULAR,135,TRUE,2017,0,2017
employee1110,SICK LEAVE,11.25,TRUE,2017,0,2017
employee1110,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1111,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1111,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1111,SICK LEAVE,72,FALSE,2017,0,2017
employee1111,VACATION LEAVE - REGULAR,4.5,FALSE,2017,22.5,2017
employee1112,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1112,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee1112,SOLO PARENT LEAVE,63,FALSE,2018,0,2018
employee1112,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1112,SICK LEAVE,45,FALSE,2018,0,2018
employee1112,SICK LEAVE,135,TRUE,2017,0,2017
employee1112,VACATION LEAVE - REGULAR,81,FALSE,2018,45,2018
employee1112,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1112,VACATION LEAVE - REGULAR,72,TRUE,2017,0,2017
employee1113,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1113,VACATION LEAVE - REGULAR,135,TRUE,2017,0,2017
employee1113,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1113,SICK LEAVE,11.25,TRUE,2017,0,2017
employee1114,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1114,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1114,SICK LEAVE,45,TRUE,2018,63,2018
employee1114,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee1114,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1114,VACATION LEAVE - REGULAR,90,TRUE,2017,0,2017
employee1114,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1114,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1114,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1114,VACATION LEAVE - REGULAR,0,TRUE,2018,90,2018
employee1114,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1114,SICK LEAVE,81,TRUE,2017,9,2017
employee1114,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1115,SIL,22.5,FALSE,2018,0,2018
employee1115,SIL,22.5,TRUE,2017,0,2017
employee1116,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1116,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1116,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1116,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1116,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1116,VACATION LEAVE - REGULAR,0,TRUE,2017,54,2017
employee1116,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1116,SICK LEAVE,135,TRUE,2017,0,2017
employee1116,VACATION LEAVE - REGULAR,108,TRUE,2019,27,2019
employee1116,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1117,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1117,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1117,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1117,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1117,VACATION LEAVE - REGULAR,0,TRUE,2017,76.5,2017
employee1117,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1117,VACATION LEAVE - REGULAR,0,TRUE,2018,126,2018
employee1117,VACATION LEAVE - REGULAR,117,TRUE,2019,18,2019
employee1117,SICK LEAVE,18,TRUE,2017,51.75,2017
employee1117,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1117,SICK LEAVE,0,TRUE,2018,85.5,2018
employee1118,VACATION LEAVE - REGULAR,0,TRUE,2017,112.5,2017
employee1118,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1118,SICK LEAVE,108,TRUE,2017,9,2017
employee1118,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1118,SICK LEAVE,10,TRUE,2016,0,2016
employee1118,SICK LEAVE,0,TRUE,2018,36,2018
employee1118,VACATION LEAVE - REG LESS THAN A YR,10,TRUE,2016,0,2016
employee1118,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1118,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1118,VACATION LEAVE - REGULAR,126,TRUE,2019,9,2019
employee1118,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1118,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1119,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1119,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1119,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1119,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1119,SICK LEAVE,0,TRUE,2018,9,2018
employee1119,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1119,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1119,VACATION LEAVE - REGULAR,108,TRUE,2019,27,2019
employee1119,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1119,SICK LEAVE,99,TRUE,2017,18,2017
employee1119,VACATION LEAVE - REGULAR,0,TRUE,2017,18,2017
employee112,MAGNA CARTA FOR WOMEN,540,TRUE,2019,0,2019
employee112,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee112,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee112,SICK LEAVE,63,TRUE,2017,36,2017
employee112,VACATION LEAVE - REGULAR,85.5,TRUE,2019,49.5,2019
employee112,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee112,SICK LEAVE,11.25,TRUE,2019,0,2019
employee112,SICK LEAVE,22.5,TRUE,2018,112.5,2018
employee112,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee112,PATERNITY LEAVE - PROBI,63,FALSE,2018,0,2018
employee112,MAGNA CARTA FOR WOMEN,540,TRUE,2018,0,2018
employee112,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1120,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1120,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1120,VACATION LEAVE - REGULAR,18,TRUE,2017,0,2017
employee1120,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1120,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1120,VACATION LEAVE - REGULAR,135,TRUE,2019,0,2019
employee1120,SOLO PARENT LEAVE,63,TRUE,2017,0,2017
employee1120,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1120,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1120,SICK LEAVE,99,TRUE,2018,36,2018
employee1120,VACATION LEAVE - REGULAR,9,TRUE,2018,117,2018
employee1120,SICK LEAVE,135,TRUE,2017,0,2017
employee1120,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1121,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
employee1121,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1121,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1121,SICK LEAVE,81,TRUE,2017,18,2017
employee1121,VACATION LEAVE - REGULAR,0,TRUE,2018,135,2018
employee1121,VACATION LEAVE - REGULAR,0,TRUE,2017,27,2017
employee1121,SICK LEAVE,0,TRUE,2018,72,2018
employee1121,VACATION LEAVE - REGULAR,117,TRUE,2019,18,2019
employee1121,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1121,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1121,PATERNITY LEAVE,63,TRUE,2019,0,2019
employee1122,VACATION LEAVE - REGULAR,9,TRUE,2018,126,2018
employee1122,SICK LEAVE,11.25,TRUE,2019,0,2019
employee1122,PATERNITY LEAVE,63,TRUE,2018,0,2018
employee1122,VACATION LEAVE - REGULAR,120,TRUE,2016,0,2016
employee1122,SICK LEAVE,0,TRUE,2018,9,2018
employee1122,VACATION LEAVE - REGULAR,4.5,TRUE,2017,117,2017
employee1122,SOLO PARENT LEAVE,63,TRUE,2019,0,2019
employee1122,PATERNITY LEAVE,63,TRUE,2017,0,2017
employee1122,SOLO PARENT LEAVE,63,TRUE,2018,0,2018
